Time (s),F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,notes,Var Fp1
459,20598.4,20994.4,24347.7,22643.2,24757.5,20602.8,24003.7,17442,75207.3,18988.7,19999.6,29663.1,22143.2,18139.1,20236.2,27738.7,16960.6,36881.8,112064.2,,22.426
460,12055.4,18437.4,21053.7,21627.8,23063.9,23420.9,24788.6,13892.3,25299.8,21590,10443.6,35761.7,27058.1,8157.7,13175.1,17815.5,23632.3,25360,24930.1,,38.652
461,14139.6,30463.9,28090.4,17914.9,17727.7,24291,31407.1,16711.3,17314.5,22561.4,16549.6,23838.9,20701.6,16126.1,14291.3,36237.6,18393.2,19822.5,27114.8,,5.706
462,20715.3,24786.3,23447.8,25570.1,23285.1,23943.3,25049.8,29854.4,28220.7,35059.1,36429.5,124060.8,51109.5,23140.2,50851.5,129400.7,87676.6,30942.9,30304,,41.762
463,9708.7,13195.7,20963.8,44556.9,10879.3,11641.2,14937.5,10282.3,10401,16047.2,8846.5,33540.1,16338.8,9436.1,9427.6,21915.1,22382.6,13305.9,17434.4,,36.591
464,19074.1,24266.3,31529,24259.7,19246.7,26584.8,24807.5,17486.7,19049.2,24250.9,19565.5,23756.1,18838.7,16556.2,19978.7,29251.7,26654.7,19279.8,27917.2,,9.989
465,15625.5,17006.1,19244.8,19840.5,21405.5,19679.7,18036.2,11228.7,24057.7,20186,10769.6,14034.9,14032.5,6766.7,10961.7,14167.8,17899.9,15542.2,28217,,11.022
466,7740.7,9971.2,12762.1,17053.8,9745.7,16979.8,13942.6,8792,14408.8,15833.5,12143.7,8665.8,9321.4,10138.8,8833.5,7863.9,9591.7,13155.6,25530.7,,32.115
467,6623,14374.8,19279.2,19452.5,11718.6,18279.3,18191.4,6933.3,11763.4,14422.2,6124.2,9351.3,14155.4,7169.9,8024.5,9500.5,10940.8,15747.6,20847.6,,10.83
468,14600,13167,12706.6,10510.8,12659.5,15101.2,13407.5,13104.4,11970.1,10436.8,12459.8,8804,9664.3,15394.9,10249.6,12280.7,12209.5,9498.8,11986.8,,1.655
469,17335.6,15563.2,18353.1,20349.6,19205.8,21589.2,22189.8,20717,20571.7,15671.8,14837.1,22796,17211.5,16266.3,19697.1,20836.9,18744.5,19373.7,14202.1,,2.33
470,16109.9,20726.2,29417.3,19083.6,16934.6,23050.1,38434.6,20849.3,22248.2,18910.8,18104.5,20736,20621.9,17383.6,20489.7,21001.3,17542,17193.4,22429.3,,45.7
471,15374.7,13182.3,33178.5,13636.5,11742.3,15265.3,32648.7,8391.1,12287,12967.4,6578.2,13140.9,10153.5,10044.4,9013.6,10130.6,12091.3,8934.8,22637.8,,47.558
472,9464,8427.6,11774.7,12962,13392.3,15281.2,12126.7,15037,16971.2,13285.2,10055.9,17373.7,17327.6,13819.2,20758.2,10554.2,13140.6,18828.7,14632.8,,38.852
473,5320.3,8294.9,8647.7,8879.5,5422.8,7670.4,7800.1,4495.6,7326,4802.6,7013.5,11745.2,8571.5,6644.4,7530.4,13085.9,27146.5,7597,9316.6,,24.229
474,12861.9,11595.1,14600.7,12904.6,13085.3,19423.9,16327.2,14022.4,18206.5,16615.2,9271.4,17906.3,17901.8,9971.2,13981.9,16392,17065.1,16353.5,14570.6,,6.325
475,8803.3,7899.8,12175.9,9193,10606.2,11820.7,10865.2,12076.6,12269.3,6180.3,9836.9,9946.9,6896.5,12751.8,12892.1,10772.8,8711.6,8239.6,9280.4,,2.232
476,8862,11796.5,13755.6,10450.3,14234.3,18365.6,17569.3,13934,17874.1,11551.7,10110.5,13882,12440.9,9798.4,12333.7,11566.5,13406.8,13348.4,11494.4,,1.489
477,9726.3,8327.7,13583.4,15546.2,13188.4,13166,15196.1,11009.6,14543.7,16727.4,11644.4,13713.8,14818.9,12904.3,11128.4,9363.2,12025.1,16126.9,18373.5,,0.736
478,14623,15728.2,22117.5,18829.1,21218,26362.5,26867.7,26536.4,24964.9,16001.4,17760.7,24343.6,21658.1,14586.3,23698,25953.6,21428.2,24133.6,17238.4,,0.496
479,7825,5456.2,8211.2,6562.8,9040.8,7790.7,7864.9,14015,10839.1,7152,7693.8,8997.3,7581.1,8998.9,10132.3,10108.3,9811.9,7645.2,7894.6,,0.572
480,11787,12698.9,9540.6,9065.6,8910.7,8728.4,9685.1,14480.3,8007.7,6772.4,14338.6,10868.8,7451.7,14795.1,12161.4,12329.5,8810.2,7052.4,8602.2,,0.576
481,14400,15160.8,20394.7,21182,19238.2,20957.9,25201.1,16723.4,25623.6,21972.2,12632.2,20757.2,20934.9,14325.1,14861,18823.7,17505.6,23686.4,22658.5,,1.826
482,29324.4,41065,55252.4,29614.8,31661.8,52618.5,86716.4,13814.5,19067.4,18285.8,12320.4,12451.1,18853.7,15861.1,15989.9,12910.2,14769.5,16361.1,51086.8,,31.01
483,41850.2,100166.4,102138.1,47195.9,42385.9,92893.5,134040.9,28763.6,39952.3,21045,20709.9,31120.1,20866.7,24123.7,30886,16778.8,16209.9,40420.7,64362.2,,142.974
484,12384,16136.1,22139.8,7884.4,11281.8,12469.2,9198.3,10069.1,12734.1,9295.6,12986.6,12350.4,8132.6,9252,11742.4,16275.4,14244.7,10278.3,8953,,48.09
485,17701.2,18666.7,20380,16982.8,24113.8,25653.1,22638.6,22695.2,25882,17410.3,20538.1,21082.3,40540.6,20968.8,23165.4,22932.5,21577.1,21762,17604.1,,49.751
486,31385.5,37032,45334.5,41203.4,33940.3,47016.2,44367.8,31641,39056.3,36093.9,30820.2,39891.6,39606,29353.1,32153.4,42698.2,31619.5,43438.8,42058.6,,17.757
487,14626.1,10730.2,13899.1,14113.4,14076.1,13043.8,13708.8,18989.6,17374.4,15129.4,16024.8,17920.7,13103.2,14080.2,18658.7,21126.8,16084,14428.6,14042.9,,5.439
488,15489,29343,22426.1,26310.2,19375.1,23323.8,26640.6,24979.8,34426.6,29635,20114.4,31739.6,27579.7,19435,24068.7,24742.3,25983.4,24760.3,33570.6,,1.498
489,19801.1,22260.5,24658,23064.4,25415.2,26317.6,24377.9,28685.2,29633.6,26244.1,18401.6,30668.8,26174.7,15965.1,23440.5,21729.9,25435.8,26931.3,25045.9,,0.833
490,8886.2,10228.4,10135.8,11168.6,11288.8,13389.9,12462.9,11988,14065.7,18207.3,8654,15866.1,17853,13470.4,12206.1,10686.9,19462.8,15360.2,14760.7,,0.583
491,3147.2,6391.6,9336.5,9129.1,5464.2,9100.3,10843.5,3608.1,10275.4,11148.7,3678.8,10743,10846.7,2989.7,4903.8,6507.3,10611.4,10647.6,13945.4,,0.651
492,10895.6,13953.1,15546,14294.6,14652.2,19614.7,19162.6,14842.8,19611.2,19003.3,10054.6,16435.6,18551.7,9317.1,15527.8,17260.4,23757.4,17694.9,18435.4,,0.803
493,7159.1,14199.7,16860.9,19867.8,10498.1,14988.6,15738.2,8187.1,11705.4,13788.6,8326.9,12596.3,13472.9,7042.7,8962.3,11371.9,13019.9,15150.7,21231.6,,41.334
494,11968.4,14393.5,13941.1,9499.4,11960.6,11929.6,10811.2,8748.9,7941.9,8328.8,11086.1,9760.1,7851.5,10378.5,10222.8,11232.9,8423.9,8404.7,10575.5,,5.906
495,7772.4,11929.2,11446.8,11178,10326.5,15828.8,13302.7,11036.6,13703.1,15852,11198.4,32699.1,19402.4,9411.1,12475.3,38483.9,43075,13313.9,12607.1,,7.313
496,19293.6,28626.5,20781.2,12914.4,24171.7,25299.2,22688.7,18390.1,23734.1,8508.3,10866.9,85357.1,26600.7,15752.7,20143.6,82918.1,69584.9,14608.6,7531.2,,3.311
497,7548.7,6638.6,5934.1,4643.6,8867.9,8483.3,5812.6,6878.5,6905.6,6286.8,7679.6,12448.9,8053.9,4039.5,5280.8,9549.4,11352.3,3782.1,4171.8,,0.978
498,10371.5,27806.6,23752.1,12168.1,12505.3,18862.4,33296.6,7418.5,11944.3,12782.4,6510.4,30595.9,19199.1,9787.3,8862.4,15356.1,16992.2,10632.3,22609.9,,9.599
499,43640.1,60450.6,56677.3,29394.3,43016.9,60126.1,70992,14008.3,11371.9,25944.7,16795.6,21789.4,20937.3,25775.9,13785.7,16895.8,41570.4,17420.3,48455.5,,160.416
500,12276.9,33502.1,20992.9,17498.4,13894.4,19378.8,18958.9,25311,22709.9,17565,11068.1,37133.2,22225.1,15809.8,22704.4,33533,20845.4,25976.3,19231.3,,46.875
501,33652.6,45127.3,68663.3,53788.7,39051.7,52243.9,61240.2,26880.3,38836,37376.8,50296.7,51326.2,46845.3,33669.2,38009,53866.8,37570.4,37168.8,43478.2,,5.136
502,12572.1,10634.2,11299.7,10706,7858.9,13204.1,12422.3,5721,8570.3,13699.7,8211,46332.7,10335.7,19203.3,9647.7,13166.2,17162.8,8628.6,12593,,24.544
503,14165.8,25828.4,12702.9,14214,12157.1,13113.1,13121.8,20529.3,15543.4,23690.4,12570.6,14304.5,16312,19556.8,14689.8,14124.1,18709.9,14937,29499.7,,20.26
504,16454,31535.3,30551.4,23366.2,25001.8,30109.6,28001.6,28761.5,19838.2,29873.5,13045.5,20732,26894.1,15472.5,20764,22509.5,29691,24478.3,34753.8,,6.377
505,9020.8,13756.9,14851.1,14878.2,14555,15787,15674.2,12674.1,15786.5,14509.5,6815.4,10387.7,10817.2,5906.9,8297,17987.2,12150,12399.5,15802.7,,8.008
506,17162.3,26967.7,32563.7,32976,25537.1,33427.1,31818.7,19490.8,32275.4,29854.9,23186.4,30913.8,31845.4,19399.4,25010.9,26837,28273.2,33400.2,33315.8,,5.826
507,6416.4,8794.3,11428.7,13188.8,7868.5,12008.3,11502.8,7486.1,8643.6,13685.7,6576.6,7005.4,9621.5,6308.2,5991.5,4274.5,8289.6,10204.3,14941.9,,5.952
508,10030.6,9335.2,7861.2,9419.8,9917.5,9538,11478.7,12916.9,15537.8,12863.7,11047.8,17635,14037.5,14334.2,14941,13494.8,15779.5,11908.7,11630.1,,3.345
509,7383.1,7427.8,8974.5,9458.2,7941.1,16927.9,8958.1,4625,6544.6,13085.7,10455.6,9613.6,11367.1,6697.6,7865.8,13287.2,16293.6,7693.7,10264.4,,1.801
510,15697.8,22260.5,22279.3,16931.2,23161.9,23356,22940.7,19447.8,20455.7,15371,9762.6,36984.8,16753.1,13725.7,15522.6,19270.6,49443.7,16487.6,16476.7,,0.496
511,11278.9,13441.9,28314.4,11438,10725.2,15433.2,32849.3,14018,18922.9,12665.2,13028,56571,21597.1,14629.5,17709.7,41811.3,33443.7,14298.4,15255.7,,42.353
512,31986.4,42584.4,60679.6,44203,40537.4,56621.7,85084.5,36818.2,52532.5,38314.3,33577.7,229121.3,78565.7,23445.2,48616.3,172032.3,202742.5,43686.5,30891.1,,158.574
513,13722.2,34507.6,24908.9,16774.8,13335.9,18055.8,18785.4,22695.6,30117.4,20143,12633.3,33115.8,24955.3,11549,16637,15642.2,28331.7,22340.7,15431.1,,20.828
514,11583.8,14171.6,19723.4,11830.3,10355,12521.5,10601.4,14032.6,24657.1,17776.1,28482.3,23502.8,41617.5,14673.8,14052.9,20418.3,18543,36690.7,18480.4,,58.562
515,28846.2,29322.4,19221.6,18704.9,17738.5,26895.1,24911.2,13356.2,29512.6,18278,11564,20977.9,18475.1,12538.2,12105.7,10808.7,15670.5,20565.8,20761.5,,36.34
516,19554.1,19474.7,22341.2,23901.8,23000.6,27891.3,25778.3,17043.4,23582.6,19051.7,21920,14311.3,16813.8,24586,19226.3,14548.9,15952.9,23104.2,23923.9,,34.567
517,16848,16763.7,20235,26544.2,17012.2,22565.9,20736.5,15505.2,16548.8,29251.4,19571.9,22399.1,23089.6,15655.3,15719.4,22390.2,24131.2,23202.9,36272.8,,8.294
518,19954.3,22784.5,21428.8,18501.6,24911.9,20681.2,21175.6,19795.5,20618.9,29291.3,18015.5,21613.2,22787.8,20106.7,16772.3,20518.2,28976.3,20671.1,20835.5,,2.701
519,27739.5,73628.2,103232.9,27950.7,24660.2,53277.6,85231,17258.4,17241.3,16226.8,19247.6,31135.6,24554.8,30812.8,21280,13507.6,24437.9,20024.1,50666.2,,268.016
520,55438.8,63789.2,103725.9,57966.1,47722.2,80716.7,103661,27773.3,24925.6,17972.3,23820.9,24752.5,30592.7,36138.6,26190.8,17630.5,17308.6,34786.7,77410.2,,42.863
521,24030.4,13391.9,18012.2,17022.4,16326.3,10414.3,14697.2,19763.7,23257.2,20377,15072,57681.4,24309.5,16939.8,22541.9,14328,18640,18225.6,22568,,107.258
522,11193.6,12199.1,13880.8,14874.4,11914,12909.7,13922.1,10324.7,16009.5,14810,16202.2,116863.1,18382.2,9749.8,14439.3,27589.3,26908.3,13697,13517.4,,59.065
523,18625.6,23203.4,26646.7,33126.7,26057.8,30435.6,31745.5,26869.1,45722.6,50208.6,29102,123967.3,47379.8,21493.7,46933.7,73730.6,67880,37591.2,40659.3,,18.083
524,15936.8,17117.6,19284,14498.5,15724.3,16613.3,18214.8,9918.4,11874.1,14494.9,8536,46844.4,18616.2,7732.4,9909.3,15585.8,22279.3,11896.9,11383.2,,4.333
525,7474.4,12048.1,15868.3,17738.9,8708.6,13739.2,13170.1,8245.5,11911.9,16542.6,7063.4,19777.5,17154.5,6336.5,8837,11165.2,16622.9,15013.7,20888.8,,2.827
526,17907.4,30957.6,20384.7,15259.8,15289,15296.1,29039.6,8431.6,13659,8100.1,8804.1,14514.9,9052.4,10187.1,9204.8,8411.8,9875.4,8964.7,10782.8,,151.921
527,7424.3,10662.8,12854.8,7249.3,7622.5,9690.5,10406.5,4810.8,6921.5,5625.9,7441.8,6015,4994.3,7435.6,5440.8,5844.6,4642.2,5438.3,10155.9,,6.952
528,10805.4,17810.4,16328.2,14762.2,16165.6,16393.8,18068,11885,16023.7,16767.1,7998.4,9667.8,13457.1,8949.7,9870.9,8629.3,15718.1,17308.1,18772.4,,47.292
529,20659.5,27474.2,30554.8,21689,23314.8,24966.9,26520.5,24124.2,24237.2,21712.3,22011.3,18840.1,20170.5,23281.8,24253.6,20869.6,17198.8,20134,25093,,7.787
530,13780.3,13812.6,19407.8,19068.9,15744,17116,18425.4,15665.2,19669.9,18107.5,21972.1,33820.3,20508.8,14710,20506.7,39819.2,23264.5,19276.9,20571.7,,1.68
531,11595.8,16174.3,23676.1,22005.5,22069.6,32226.1,29599.4,20552.6,33877.4,34015.2,16826.2,39157.9,27271.4,15342.2,23246.9,25924.8,42176.4,25408.3,27127,,3.569
532,6729.5,13536,18321.2,19454.6,15238.2,22966.1,23595.5,8610.5,21837.8,11435,4606.2,15638.8,15594,3251.1,7002.1,9732.1,10374,19559.6,16658.5,,11.11
533,8874.9,11548.9,14389.1,13281.1,15163.4,15354.6,16179.5,11838.7,17537.1,13225.4,10190,17673,14568.8,11314.7,11869.7,12492.9,14221.7,16125.6,17984.6,,5.054
534,11672.9,12318.7,16642.7,16067.1,14977.2,12481.1,14731.9,14691.1,16627.7,20075.2,14486.7,15747.9,17197.2,13527.7,17555.2,16206.1,18409.4,17878,21297.6,,4.328
535,7266.4,6452.5,9094.4,9845.9,8037.9,11153.8,10399.8,6549.1,10750.8,9031.2,8629.9,22498.5,7685.4,4089.3,8517.6,10971.3,7596.9,9633.3,13650.3,,1.685
536,10489.1,9633.3,9836.1,9808.5,10458.7,12018.2,10009.8,8714.2,13694.7,14449.9,6232.3,15550.2,14200.4,8004.6,9386.4,10293.3,16172.2,11196.5,14399.7,,0.935
537,9924.9,11221,11949,11401,11678.7,12688.2,12672.4,8179.6,12615.1,11269.4,7993.1,10852.2,10349.2,8267.5,7224.4,10061.1,13626.1,9854.3,12681,,1.188
538,16185.2,23785.5,30987.1,35712.3,21965.2,28518.5,34894.5,17065.3,21988.5,25767.1,11535.6,13795.4,22489.5,19183.9,14821.2,8854.2,16742.5,28736.1,47451.8,,13.021
539,6985.7,5601.4,11505.3,13711.6,7421.3,8852.6,11226.6,8828.5,12139.5,11038.1,9601.6,12381,10052.6,10324.2,10812.4,11887.4,8464.7,9819.3,12424.9,,34.468
540,10688,17408.8,12686.9,10350.6,14984.9,15754.1,14935.2,11907.3,13790.9,13082.9,15093,23215.2,17393.4,13545.3,17733.7,24378.8,20318.9,12940.6,12212.1,,36.812
541,13249.6,13638.8,13822.4,12030.4,17812.5,17543.8,14914.2,17972.3,24995.3,14166.7,17144.7,24764.1,18087.2,15311.4,19459.2,22588.8,17231.9,17472.2,14945.3,,2.937
542,9289.8,11918.2,15008.5,13255.4,16749.3,22380.3,16151,13287.1,24692.5,15031.2,10657.5,24732.5,18037.8,8215.4,14430,20395.6,20188.4,16711.9,18493.7,,18.254
543,14830.1,38278.6,62094.3,27857.7,28445.5,36023.6,72654,24714.5,30011.4,17147.5,16027.5,26947.3,22258.1,16834.8,25448.2,25876.5,22753.4,24838.9,40904.3,,9.71
544,12107.6,34090.8,35637.5,29871.6,16917.6,18477.9,56001.6,10039.3,13638.1,12852.3,17541.9,9400.4,12469.2,15042.9,11722.3,13359.7,14437.5,13720.5,33651.2,,112.144
545,31407.7,31430.6,25840.3,38399.4,30385.2,40642.9,35912,38264.9,43072,37176.7,28409.8,32668.9,47976.9,31508.6,32267,26220.9,35297.6,41882,42889.3,,20.537
546,12331.3,14499.5,13872.1,11509.1,15158,14504.1,13281.6,17025.5,25878.3,15426.3,18316.5,45767.5,21511.3,14894.4,23614.5,43965.4,28663.7,16497.2,12466.7,,23.17
547,9303.6,10347.2,11540.3,9124.4,8396.3,12003.9,10524.4,7892.7,9080.3,16257.4,16333.6,32618.4,15592,10003.8,13226.7,31801.3,33681.1,12946.9,13225.9,,15.854
548,14159.6,18864.8,17191.6,16592.7,24748.9,24774.3,23329.7,17979.5,20314.4,22888.1,12479,39324.7,25507.6,15863.1,16575.5,19825.5,44338.7,19637.8,21834.4,,6.145
549,7582.3,6875.6,13503.5,14989.9,9232.2,10268.4,13505.1,9226,14432,18356.6,7961.1,13345.9,16704.1,6058.2,8623.9,8265,15516.7,15634.2,15493.2,,3.784
550,10219,16341.6,17838.4,19259.8,18207.5,23111.9,22403,16239.3,23724.1,22859.5,16178.5,22894.6,23070.9,16498,19757.8,20891.8,22132.6,21386.8,20215.4,,22.973
551,14986.4,17333,21226,22754.9,18368.4,29125,26332.8,21495.5,32049.2,23535.5,21755.7,42887.9,25076,19039.8,31070.5,33337.3,30252.1,27381.6,22059.4,,0.767
552,10153.8,13520.8,12035.2,9761.6,9171.2,13702.5,11863.4,7833.9,9676.8,8942.3,6403.4,5319.1,6151.1,9884.5,7104.5,6944.7,8289.3,8025.4,10427.2,,7.366
553,17454.6,22310.6,20111.9,17467.3,22055.7,25793.6,22880.1,16194.8,18871.7,15816.8,12127.1,22326.6,17845.3,12409.5,14331.8,16519.4,20101.3,17473.8,17277.1,,0.906
554,13348.9,20210.1,20198.6,20643.9,20928.3,26678.3,26809.7,16776,33501.8,14994.1,7805,55235.3,23449.8,10272.4,16065.4,29944.1,16645,22683.1,25450.4,,0.558
555,28270.6,66893.1,89407,27228.2,27979.9,77995.9,66280.1,18734.1,19864.1,16798.9,14975.1,43274,30361.8,30664.9,24552.2,20935.6,24413.1,21085.5,36668,,146.621
556,56283.7,100786.7,82523.8,47668.6,41233.7,88488.9,95787.1,30261.6,38203.5,19270,20393.5,47046.4,33210.9,27899,23774.5,30886.8,32860.8,28807.7,58810.3,,44.972
557,21513.2,24596.5,16672.1,12378.9,13299.4,20186.3,14663.6,8899.2,17600,8169.6,8351,70564.8,69944.4,8183.6,11013.7,15295,17367.2,9502.5,20829.1,,18.514
558,14208,10554.7,18451.5,17711.9,12334.8,13984.5,15773.9,14324.3,18468.6,20371.4,12431.6,13909.1,19172,12845.3,14714.4,11846.9,18664.4,18327.9,18536.1,,3.283
559,6692.3,6947.3,8143.9,9671.3,5069.1,9479.8,9471.2,7697.6,10195.4,13465.1,11021.5,35506,16048.8,10125.6,12050.5,22357.7,24975,9572.4,11539.1,,15.105
560,17320.5,22011.3,18862.7,18771,22593.8,27579.1,22709.6,21908.2,24010.2,27426.1,17119.7,48230,27059.6,23566.5,23476.2,43949.8,39004.8,24230.2,24015.9,,9.302
561,23875.6,24847.4,24742.2,19896.8,26891.8,31809.2,24992.6,24304.7,23089.8,20431.9,19040.5,58142.5,20874.9,27112.2,23930.2,35966.6,22395.4,23167.7,21942,,1.289
562,16686.1,21453.2,20130.1,18110.4,21627.6,23950.5,24258.3,18392.9,18825.9,25118.8,19715.8,21762.7,18901.1,19418.1,16675.7,21381.3,26277.9,16657.7,27049.5,,3.187
563,19116.4,37174.5,73572.2,14629.3,19392.9,27840.6,49619.1,15813.7,65014,9185.5,14776.9,15268.9,16637.7,24579.6,12202.2,9180,13090.2,13082.9,32076.2,,33.846
564,39062.4,112856,143279.3,52224.2,34607.4,78130.4,124560.9,31556.7,19757.6,18794.4,31773.5,134220.2,46130.7,37471.9,28626.3,85502,19597.1,37756.5,84441.1,,86.609
565,14558.3,15402.1,10882.9,23921,10480.3,14547.9,17752.6,13659,16303.8,14995.5,12663.7,76332.2,26642.5,11708.9,14520.5,18835.9,20945.1,26047.7,14408.5,,126.257
566,24186.5,29687.4,26341.5,25749.1,28050.2,34964.9,31408.4,24764.2,50087.4,20180.6,25803.1,132657.9,28094.6,22947.5,28366.6,23557.9,17642.6,36737,25236.1,,48.002
567,6352.1,9801.5,9023.2,9722.4,8590.3,10972.1,9336.3,6970.1,11794.7,7023,8917.5,47170.7,8120.4,5845.5,8025.7,11075.1,7004.3,12575.4,10492.8,,18.315
568,13995.6,13250.4,14728.6,19952.1,15216.9,16655.9,16863.7,14794.5,14931.3,15311.1,5011.6,14667.5,16006.1,10542.9,10185.2,8757.4,11491,18832.8,22430.1,,5.572
569,20303.8,59272.5,90146.2,30717.7,26954.5,46379.6,68179.9,26362.4,26679.4,29360.4,18707,27993.5,45862.7,29234,28499.3,20459.8,30512.5,34741.3,48612.8,,278.572
570,21873.6,56086,48185.5,31614,29488.8,57293.9,45553.4,28827.9,43193.6,32189.5,25628.7,47559.4,41904.8,27187.2,29453.8,40988.7,34017.6,48544.6,57869.7,,19.66
571,15899.4,11113.4,17838.7,25637.7,12586.9,17429.3,23627.1,21079.2,19001.2,27710,16604.7,27038.4,28783.1,21692.3,22355.8,22130.3,25728.6,25383,29076.9,,76.141
572,25241.4,29852.1,36087,30075.2,31891.3,41558.3,33367.1,28972.4,38950.9,31712.3,22165.8,39822.9,31109.4,21141.5,29417.8,26471.9,26921.3,34361.3,41697.2,,34.402
573,7097.6,10324.9,11448.1,13988.3,10764.8,14760.5,11017.6,9120.3,11826.8,10392.6,9119.7,12073.6,11827,7378.3,9966.8,8954.9,9337.7,10546,11403.8,,7.217
574,18152.7,22275,23236.6,25068.2,19098.6,27853.2,29781.7,22512.8,30937.8,20594.3,22390.5,40744.2,22966.3,15212.3,24431.3,30204.4,23587.2,23772.1,17058.8,,2.442
575,7564.2,9926.8,11620.1,10138.9,11175.1,14896.7,12550.6,9245.8,9970.8,9748.3,9440.3,11058.9,10424.9,7069.4,8712.6,10374.2,10994.4,9372.1,12236.9,,0.631
576,14742.5,16412.9,18342.1,18010,16875.5,24450,22070.9,21552.6,27635.2,21662.6,21990.1,36678.5,27562.3,18711.5,26060.3,32393.5,25725.2,26353.5,19860.6,,1.117
577,25119.6,19446.5,18202.1,18861.6,20956.5,21494.8,21355.9,25770.3,22642.7,15303.8,24174.7,26260,19561.9,23149.5,24754.8,27613.1,17564.5,18062.2,16939.6,,1.011
578,14177.9,19972.1,22130.5,17954.4,19624.8,21502.7,31011.2,15893.6,17180,12014.8,15072.9,12206.9,12542.6,10367.7,15894.8,16292.7,13656.7,16928.2,20606.3,,19.343
579,8329.8,10876.7,16082.4,19509.4,12499.9,17368.3,18902.2,11070.7,18968.8,18776.9,7684.5,16482.5,22186.1,6833.1,12130,12885.6,15092.5,20731.2,26543.9,,0.533
580,13455.4,13519.4,18576.6,12320.9,11283.9,16512.1,16875.6,7756.3,13285.2,10535.9,5931,10106.3,12411.5,6410,5585.9,6022.6,10262.4,12662.3,11015.7,,2.735
581,25802.9,21291.8,11005.1,7829.1,10221.3,17535.1,13055.3,6877.6,8288.7,8983.8,6852,12155.2,10346.5,6595.7,7965.6,8894,8246.7,6174.4,10810.6,,99.995
582,16931.4,12626.4,13802.5,15878.2,19045.7,15828,15694.3,18236.5,26337.5,16057.1,15082.7,17583.4,16891.3,12778.6,18060.7,15520.7,17824.3,17951.3,19225.1,,10.367
583,22201.8,28960.3,29381.2,26332.8,26389.5,29258.5,30838.5,19946.5,27092.9,25752.4,18575.1,21900.6,27393.8,21487.1,19260.2,16190.4,23629.3,26461.4,25469.8,,15.889
584,9280.6,10151,15676.8,20199.9,11802.3,15517.4,18485.7,11415.4,18150.1,15884,8914.4,10597.7,14569.9,7256.9,8157.1,8758.4,11641.7,16501.9,17693.5,,7.798
585,16516.7,17026.5,22085.1,18559.8,18367.7,22748.8,24357.2,19537.2,29601.4,15295.1,14420.7,22327.1,19966.8,16569.8,17692.8,15884,17756.1,23103.4,17476.3,,4.638
586,20836.3,15978.5,20004.5,18392.6,18005.4,16224.8,20695.1,17661.6,22475.3,20159,19663.8,21258.1,18152.6,16647.6,21133.8,21087.3,18165.3,19395.8,23593,,4.405
587,14268,14082.9,18729.9,17158.5,16144.3,18173.8,17793.8,21041.8,27956.1,21097.8,23901.4,110238.2,30975.3,17170.4,41447.6,93616.6,38139.3,19607.5,20534.5,,1.864
588,73650.2,126242.4,132086.8,74628.2,56687.2,75814.1,215036.6,33894.6,33667.6,31206,25302.9,59033,47665.7,30422.3,39211.5,79268.3,57712.2,35647,92187.2,,599.974
589,30677.8,38857.2,17290.8,22306.4,14921,34898.1,20548.6,14912.2,17256.1,18816.2,12975.7,24827.8,42710,10057,25056.9,41399.2,33700,19664.2,34343,,60.199
590,10114.1,16261,17340,16586.1,15310.9,14364.8,14572.7,12802.3,21635.8,16781.4,7616.7,99745.1,16894.6,8819.4,13912.1,8883.6,17221.4,18868.5,18746,,37.879
591,29237.8,34315.1,35178.2,34028.5,37474.5,40232.8,42778.6,25506,33882.8,31465.7,16519.4,29150.1,27622.8,16532.8,17696.5,16936.4,45033.6,31646.8,34524.8,,21.74
592,8863.9,15893.5,16855.4,20254.4,11086.7,13833.3,17177.2,14780.5,16234.1,23123.2,16424.9,20263.4,22049.9,16662.8,16833.3,18982.5,24517.5,19687.9,24934.7,,10.665
593,9266.6,10824.3,9087.5,8481.3,10319.9,10451.8,10980.3,9861.9,10667.4,7093.3,7904,15888.3,7993,7567.7,9676,9645,9671.9,8053.3,7048.9,,3.524
594,13731.3,19877.5,25502.8,18987.2,15971.6,17782.8,29848.2,13362.9,14303.5,22020.4,12178.5,17996.6,16715.2,12404.5,9815.8,14833.8,18068.1,17364.6,24261.2,,6.858
595,15445.6,16439.6,14776.9,13866.5,10447.5,12826,14860.8,10785.5,11480.1,15111.1,11646.9,13131.6,13720.2,14766.4,11392,12121.3,15905.4,9877.7,15156.2,,162.354
596,14022.1,17192.3,29338.8,10696.8,11764.9,15068.5,18036.8,10718.8,13773,11534.7,21629.5,29243.8,11344.5,11060.6,12684.5,17422.3,13087.9,11137.4,19955.4,,7.775
597,16051.8,9841.6,14715.8,20016.2,13327.6,17897.8,20059.8,10268.5,17027.4,17606.3,8231.7,171960.9,18570.3,11100.1,40475,15321.6,22339.1,12494.4,11477.8,,99.903
598,10647.3,9185.3,6654.9,10692.1,8121.8,10739.9,15918.2,5555.3,7304.2,9185.2,10003.7,9202.1,11790.9,6887.3,11924.3,10506.5,8232.2,9342.9,10965.2,,27.586
599,9232.2,13685.5,13936.4,13052.8,10678.2,13302.5,13480.4,12235.3,11189,14531.3,14073.4,14520.7,11528.1,12372.3,12567,16169.6,10853.2,12701.1,18968.5,,9.15
