Time (s),Var Fp1,F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,A2,ExG 1,notes
28,8.4,13096.7,22119.6,22100.0,17380.9,15961.2,18002.3,18783.8,20056.3,24740.9,19166.7,14244.4,23631.7,21401.3,13851.4,18172.3,21043.9,16373.6,18106.0,18725.5,0.0,11248467.5,
29,0.47,11822.2,10688.3,13872.9,14402.7,11612.4,12115.1,11513.9,12418.8,14954.6,13557.6,12775.1,15761.9,11930.7,11039.9,12745.0,12585.1,10263.3,11929.4,11483.2,0.0,9712109.7,
30,0.408,13815.9,14604.5,15750.3,18613.4,14434.7,17134.3,18851.4,17026.5,19591.1,21222.4,13447.2,19422.9,18601.1,14089.7,19393.9,19493.8,25469.6,19318.3,17680.6,0.0,34531.0,
31,0.206,14327.3,19314.1,19452.5,17410.4,14826.7,16467.6,16576.0,14342.6,13063.4,18874.7,15388.2,21709.9,17802.8,13207.3,16869.7,19922.1,17973.6,14471.8,20699.9,0.0,41698.9,
32,39.24,26059.1,190340.0,146849.1,25430.9,40284.0,46262.8,34718.2,15808.2,16989.4,17539.5,7308.1,18843.0,14903.2,9869.4,11138.2,11747.9,20307.6,13763.6,14343.9,0.0,21418.8,
33,9.808,21332.1,47731.3,33796.0,18670.8,22229.0,30704.5,23067.6,71713.0,23156.5,14750.6,13932.5,21068.0,19061.1,19897.8,15798.3,10700.1,13092.7,19295.1,15172.9,0.0,21135.3,
34,0.335,9185.0,7115.5,6145.2,5664.7,5720.0,4340.5,4544.5,15575.7,7708.2,11087.2,5387.6,17263.0,11912.4,7823.1,9475.7,10484.3,16613.5,7320.0,8381.7,0.0,16251.1,
35,0.371,7062.7,6965.6,10058.0,10154.2,7853.5,11695.9,11923.0,8019.4,15993.1,11862.4,6711.8,23207.0,16553.0,6729.5,9225.1,15933.1,23791.2,13091.2,10506.4,0.0,19183.6,
36,0.298,6858.5,7728.9,9240.6,14770.1,7169.2,8817.9,9756.2,7832.7,11689.7,14552.4,5632.3,12751.1,15384.9,5540.2,9939.1,12871.4,18454.0,13375.7,12692.5,0.0,22566.5,
37,0.529,14322.4,16343.2,14853.4,16937.7,12039.5,12025.3,13259.7,15140.7,12179.6,27356.7,17889.8,15307.3,22851.5,15317.2,18163.8,19755.0,17594.3,20556.8,25762.9,0.0,43291.1,
38,0.441,25647.8,29988.9,32396.2,26616.4,26597.7,27697.2,26956.4,24564.1,25856.8,27791.8,17579.2,15451.7,22427.9,20624.4,20164.6,17541.9,22717.7,21317.6,27580.5,0.0,25217.0,
39,0.449,14607.1,17271.1,17843.8,16137.6,13198.8,13225.9,14138.2,11869.3,9821.2,12030.4,11213.9,8817.7,11226.4,10767.2,12253.0,8991.2,10758.5,11157.4,12823.5,0.0,18523.7,
40,0.595,5300.6,6957.9,13342.2,15023.1,10423.3,12711.2,15542.9,11710.2,15903.4,22579.5,15176.9,24307.0,27279.8,6852.4,12993.2,20956.4,33493.0,19030.3,16610.4,0.0,17218.4,
41,1.206,12220.0,13760.0,14547.2,12352.5,12270.4,12521.5,12867.6,11833.3,12179.7,12834.3,13487.2,18045.8,14710.3,10579.6,11271.7,15082.6,17465.5,11951.1,11887.5,0.0,33330.2,
42,0.188,10584.4,13818.0,14511.7,16269.9,12559.7,14807.1,13762.4,14610.8,17579.5,24926.5,12856.0,35823.1,31361.2,11366.0,19804.9,27620.5,38788.5,20301.9,18736.2,0.0,28426.4,
43,37.321,106644.1,446630.5,339445.8,89634.6,129939.7,132919.3,110684.4,59681.1,60622.2,38885.9,40295.2,44702.2,41265.8,51786.6,48940.1,43639.9,41303.4,52209.6,40350.6,0.0,22587.5,
44,0.775,20121.3,29313.1,21558.9,21156.1,20320.8,17901.8,18759.4,15048.7,16852.4,10796.8,10176.4,11922.2,11954.0,11035.1,13366.1,9804.4,7640.2,17303.4,13872.9,0.0,20749.6,
45,1.729,12967.4,18313.2,20513.2,18993.5,15596.4,19997.4,19111.4,19850.1,21918.7,14833.9,8315.6,23577.1,18309.9,9287.8,11472.2,13283.1,22735.2,17569.1,14945.6,0.0,29365.1,
46,0.44,21884.7,25722.7,22683.9,24238.4,26374.2,24844.0,24435.8,25610.6,29291.4,21923.6,11798.5,24243.3,23379.7,18300.8,19656.9,18242.7,20565.1,25908.1,25237.7,0.0,108637.8,
47,0.486,16482.4,23955.1,23595.3,21066.0,19850.1,25484.1,23634.1,13692.6,22831.9,26618.6,11415.4,22322.3,23162.3,11656.3,13974.0,16733.5,21794.2,22808.1,27551.9,0.0,32068.0,
48,0.477,15019.0,19496.9,22328.5,19949.3,21197.1,17236.3,21554.1,17380.9,27703.1,32722.6,17800.0,33256.2,35053.9,13812.2,22921.2,28127.6,41289.9,25486.9,24139.5,0.0,37492.7,
49,0.93,8147.0,7916.5,10514.6,9823.7,8198.8,10257.6,11016.5,9906.9,8717.2,8934.1,13439.8,11763.8,7857.0,9728.6,11052.6,11484.8,7975.3,9548.8,8787.1,0.0,34599.1,
50,0.525,22026.5,25144.8,26428.8,25302.6,23486.6,24264.2,25546.6,25763.2,37184.0,34515.4,24233.6,73544.6,43776.7,22525.0,37743.8,56829.1,61019.5,27078.1,29011.4,0.0,25586.9,
51,0.512,8460.1,9257.9,10207.1,9664.0,8255.0,12184.1,14290.9,12451.8,12122.6,15975.1,12825.8,22557.4,15188.7,8631.0,15018.0,24894.3,33601.5,11417.4,10778.4,0.0,22601.9,
52,1.265,16692.5,25893.4,30252.6,26759.5,20738.5,24210.2,26610.4,85192.6,27859.1,18998.7,10689.5,19541.2,21186.8,12610.7,14108.4,17531.4,18759.6,22051.8,21221.4,0.0,27048.0,
53,0.319,9864.4,12551.7,17470.1,23667.3,10517.6,14177.1,18389.9,10010.2,15461.4,25564.3,11093.3,18177.8,22824.6,7622.4,11818.4,10873.5,21612.5,22535.3,31248.5,0.0,23319.4,
54,0.29,11685.4,12573.6,12971.2,18767.4,10843.5,10839.8,11783.9,7017.4,10272.0,18192.5,9607.3,10238.5,13178.6,10178.2,8235.2,13629.4,12230.2,13282.5,22486.2,0.0,31022.3,
55,0.854,10395.1,11258.6,14073.9,15254.6,13366.2,13978.4,16578.9,10758.5,20661.4,35136.8,10544.9,31948.4,39110.8,10101.2,16890.0,17652.4,39879.2,24478.1,21759.3,0.0,24564.6,
56,0.63,12146.8,14465.2,25746.5,35748.2,21343.3,26471.5,35085.5,22111.0,45450.8,32746.7,17126.9,77621.0,64036.4,11718.2,33266.4,35788.9,44009.5,44822.7,32141.3,0.0,26315.8,
57,1.32,11774.2,12681.5,15224.2,16561.9,17249.9,18015.4,15872.8,13831.0,14122.5,10133.7,10992.6,21650.3,8903.7,9545.3,14769.1,21685.8,17263.1,13428.9,14452.6,0.0,26229.3,
58,0.2,11153.7,14556.2,19324.5,19934.6,16140.5,17297.9,22601.7,17872.7,20288.7,28581.5,13695.8,33159.7,39739.4,11077.2,17546.9,18291.7,53410.8,23777.9,22110.2,0.0,22742.8,
59,0.239,7514.6,9991.4,12631.4,13955.4,14210.4,10654.5,15286.4,11621.0,14732.1,32414.8,10673.2,32472.1,50767.8,7767.5,12327.3,21114.8,67103.3,20255.9,21044.6,0.0,19233.6,
60,0.229,11631.3,15246.5,17251.6,18365.9,15596.4,18954.4,18422.0,11558.2,21616.6,21063.8,10180.3,22914.9,22184.1,11155.7,13381.0,16044.2,18784.6,15833.8,19938.6,0.0,27990.7,
61,1.216,8836.3,15133.9,18779.8,19078.0,16121.5,18722.5,17773.8,9808.4,19128.5,25466.1,6985.3,19855.4,38173.5,5808.0,5903.2,12738.9,44647.8,21074.7,21354.7,0.0,18197.8,
62,0.222,8068.2,9924.3,15022.3,12572.3,11260.8,14125.3,15892.3,7745.7,12605.7,26055.2,18910.2,89797.8,62180.3,8609.4,22690.6,67634.9,90715.0,15776.0,12659.8,0.0,24323.8,
63,0.679,20283.1,24616.3,29329.3,22908.4,23891.0,25716.9,26818.4,20530.4,29077.9,16583.6,15015.5,28303.6,28443.9,17513.5,16423.7,10215.1,17904.0,26505.8,17906.8,0.0,63704.4,
64,0.614,18057.8,22722.2,21636.8,17082.3,21331.6,21732.3,20765.2,15901.0,21712.7,23022.5,17105.8,55859.4,39845.4,15862.2,24101.1,34338.5,39651.0,19949.8,22955.2,0.0,36979.7,
65,0.695,12210.8,19888.4,23000.7,14679.8,14566.3,17350.2,18635.7,9892.2,12366.3,13646.1,4050.4,10381.4,15926.9,6991.6,9122.4,8458.7,16656.9,13693.2,11944.3,0.0,10612.6,
66,1.164,21830.8,26109.6,30252.9,30977.6,28061.3,31505.1,26278.5,22834.4,28249.4,20180.7,8541.5,16478.2,21689.7,12344.2,10375.9,7995.6,13425.5,25916.0,25948.9,0.0,36327.4,
67,0.187,9467.8,7604.0,7788.8,7273.8,11422.3,10717.3,9699.5,13838.6,12378.5,13489.7,17925.5,14955.5,14315.6,11833.4,16011.5,15683.8,17136.7,11445.4,10518.4,0.0,24148.3,
68,0.201,14228.6,15380.9,14706.2,15474.8,16806.4,17483.7,16660.1,13354.9,18069.1,18975.7,15010.2,15862.2,16590.9,9394.1,14619.8,19166.8,20169.4,18021.1,14944.8,0.0,37338.9,
69,0.403,6025.3,8907.8,11665.5,11855.7,8386.5,12325.7,13030.4,7262.2,11319.0,15616.7,4854.5,5696.3,13972.6,4804.5,6014.6,7868.1,12147.1,14267.3,14494.8,0.0,19479.1,
70,0.33,10604.8,8454.5,9928.2,17564.9,11818.8,14440.2,14195.6,12963.1,20181.6,24298.7,13559.8,17722.0,26221.7,8496.2,12149.8,10951.2,14999.9,24593.3,28948.7,0.0,11583.3,
71,0.709,9307.8,13012.6,20004.2,18127.0,16004.7,22664.6,24403.2,13137.7,22197.3,15647.2,9518.3,12336.9,12168.1,9515.8,11712.3,12084.1,14099.4,19076.8,17991.9,0.0,26208.2,
72,0.602,11383.7,10390.5,17992.8,24240.1,9208.5,13558.5,14597.5,6950.5,19673.7,16356.1,9361.7,11256.8,13726.1,6612.3,6663.8,9771.5,13796.0,15942.6,21404.3,0.0,22180.2,
73,8.325,24377.0,127922.6,68461.4,14695.2,29147.1,26093.6,25011.4,15881.8,20938.7,17166.3,13438.4,18419.7,18239.6,8169.3,13548.7,11774.6,14947.7,19219.2,12793.6,0.0,107275038.1,
74,30.475,12312.1,33833.8,49719.1,30006.8,17707.9,23341.8,25438.3,12935.6,22878.8,27037.1,15373.1,22399.9,25948.0,11023.7,15822.3,16710.7,21700.1,24919.9,29942.8,0.0,1478383815.7,
75,14.431,10909.3,19931.0,13842.2,15161.0,14168.6,15133.7,13117.0,11851.3,13588.6,10558.6,8146.4,12224.4,12942.0,7112.3,11105.0,7858.8,13234.0,12527.9,14076.4,0.0,202099038.2,
76,15.723,16224.4,41571.6,40730.1,34302.2,20996.4,25554.6,28395.5,10642.1,15548.8,17722.4,15851.3,17156.4,16273.9,8340.8,12376.8,9341.1,13681.7,18772.1,20869.4,0.0,6747485.7,
77,4.125,13103.6,16620.7,43695.7,30373.0,10844.2,10817.5,16741.6,5890.9,9716.4,8898.9,3354.8,14235.5,9986.2,5151.7,5156.4,6924.1,11397.3,14850.6,15079.7,0.0,14998.2,
78,0.544,5011.4,14077.8,66045.1,13575.5,11745.4,15076.7,13483.9,8110.0,19577.8,7368.5,7948.8,18475.1,16597.5,4018.3,11019.5,11052.0,12190.3,25022.1,7615.7,0.0,18962.7,
79,0.322,10711.9,14508.7,15134.5,21435.9,14736.1,12594.9,13583.4,15715.3,18050.0,21683.3,15750.3,20784.9,24100.1,15761.9,12990.5,15274.0,25890.2,21757.0,15529.7,0.0,35561.6,
80,0.294,10938.4,12065.4,12873.6,14591.2,14208.3,15091.1,15624.1,17870.9,16174.5,19115.5,13495.7,12483.1,17528.3,10576.9,14046.9,12425.2,11324.5,17706.7,13309.4,0.0,24362.6,
81,2.038,20622.4,30359.3,33306.4,31867.0,22191.6,23632.4,24176.5,14219.8,18118.2,16810.1,9981.8,13240.5,15294.3,11252.4,13549.6,16469.4,14035.7,19902.0,24272.4,0.0,26497.8,
