Aug23_Fruition_1,Aug23_Fruition_2,Aug23_Fruition_3,Aug23_Fruition_4,Aug23_Fruition_5,Aug23_Fruition_6,Aug23_Fruition_7,Aug23_Fruition_8,Aug23_Fruition_9,Aug23_Fruition_10,Aug23_Fruition_11,Aug23_Fruition_12,Aug23_Fruition_13,Sept1_Fruition_1,Sept1_Fruition_2,Sept1_Fruition_3,Sept1_Fruition_4,Sept1_Fruition_5,Sept1_Fruition_6,Sept1_Fruition_7,Sept1_Fruition_8,Sept1_Fruition_9,Sept1_Fruition_10,Aug30_Fruition_1,Aug30_Fruition_2,Aug30_Fruition_3,Aug30_Fruition_4,Aug30_Fruition_5,Aug30_Fruition_6,Aug30_Fruition_7,Aug30_Fruition_8,Aug30_Fruition_9,Aug30_Fruition_10,Aug30_Fruition_11,Aug30_Fruition_12,Sept5_Fruition_1,Sept5_Fruition_2,Sept5_Fruition_3,Sept5_Fruition_4,Sept5_Fruition_5,Sept5_Fruition_6,Sept5_Fruition_7,Sept5_Fruition_8,Sept5_Fruition_9,Sept2_Fruition_1,Sept2_Fruition_2,Sept2_Fruition_3,Sept2_Fruition_4,Sept2_Fruition_5,Sept2_Fruition_6,Sept2_Fruition_7,Sept2_Fruition_8,Sept2_Fruition_9,Sept2_Fruition_10,Aug28_1_Fruition_1,Aug28_1_Fruition_2,Aug20_Fruition_1,Aug20_Fruition_2,Aug20_Fruition_3,Aug20_Fruition_4,Aug20_Fruition_5,Aug20_Fruition_6,Aug20_Fruition_7,Aug20_Fruition_8,Aug31_Fruition_1,Aug31_Fruition_2,Aug31_Fruition_3,Aug31_Fruition_4,Aug31_Fruition_5,Aug31_Fruition_6,Aug31_Fruition_7,Aug31_Fruition_8,Sept8_Fruition_1,Sept8_Fruition_2,Sept8_Fruition_3,Sept8_Fruition_4,Sept8_Fruition_5,Sept8_Fruition_6,Sept8_Fruition_7,Sept8_Fruition_8,Sept8_Fruition_9,Sept8_Fruition_10,Sept8_Fruition_11,Sept8_Fruition_12,Sept8_Fruition_13,Sept8_Fruition_14,Sept8_Fruition_15,Aug28_2_Fruition_1,Aug28_2_Fruition_2,Aug28_2_Fruition_3,Aug28_2_Fruition_4,Aug28_2_Fruition_5,Aug28_2_Fruition_6,Aug28_2_Fruition_7,Aug22_Fruition_1,Aug22_Fruition_2,Aug22_Fruition_3,Aug22_Fruition_4,Aug22_Fruition_5,Aug22_Fruition_6,Aug22_Fruition_7,Aug22_Fruition_8,Aug22_Fruition_9,Aug22_Fruition_10,Aug22_Fruition_11,Sept9_Fruition_1,Sept9_Fruition_2,Sept9_Fruition_3,Sept9_Fruition_4,Sept9_Fruition_5,Sept9_Fruition_6,Sept9_Fruition_7,Sept6_Fruition_1,Sept6_Fruition_2,Sept6_Fruition_3,Sept6_Fruition_4,Sept6_Fruition_5,Sept6_Fruition_6,Sept6_Fruition_7,Sept6_Fruition_8,Sept6_Fruition_9,Sept6_Fruition_10,Sept6_Fruition_11,Sept6_Fruition_12,Sept6_Fruition_13
27798.0,20518.0,19447.0,19620.0,18427.0,17038.0,37901.0,39207.0,9067.0,15542.0,36574.0,18392.0,23909.0,18003.0,65861.0,21237.0,43650.0,39797.0,32193.0,29220.0,54379.0,69181.0,19911.0,7999.0,20850.0,13059.0,24707.0,45703.0,29947.0,14856.0,25932.0,52741.0,26233.0,26635.0,23250.0,15462.0,32217.0,44063.0,13067.0,9803.0,21865.0,9306.0,12048.0,21812.0,64806.0,21276.0,20364.0,30620.0,12347.0,47956.0,71802.0,39370.0,23572.0,20410.0,9912.0,14019.0,51551.0,29304.0,40061.0,40482.0,33191.0,40204.0,15297.0,13153.0,12240.0,16901.0,58890.0,30931.0,30924.0,14240.0,16233.0,16637.0,27062.0,16879.0,27794.0,29865.0,18318.0,31044.0,34855.0,20993.0,17481.0,21112.0,9437.0,38931.0,34271.0,14300.0,10526.0,53183.0,45470.0,11193.0,19425.0,35563.0,40188.0,23638.0,18096.0,36879.0,45620.0,44687.0,12659.0,10445.0,13448.0,33292.0,18721.0,48986.0,90991.0,9822.0,36976.0,49152.0,41798.0,61999.0,25278.0,34073.0,12072.0,8763.0,36105.0,19561.0,19429.0,16356.0,18515.0,1346495.0,22066.0,18235.0,20648.0,14346.0,38758.0
24638.0,56129.0,25646.0,20107.0,11434.0,13807.0,21991.0,30224.0,8818.0,10189.0,45739.0,23923.0,11202.0,16365.0,27019.0,10403.0,38677.0,38188.0,51535.0,23646.0,49220.0,19406.0,17156.0,9338.0,24426.0,13832.0,18363.0,24168.0,41810.0,12519.0,12374.0,55939.0,14586.0,19591.0,33023.0,24572.0,15544.0,33885.0,9642.0,22508.0,23467.0,16568.0,15663.0,16336.0,22600.0,22606.0,50088.0,31151.0,32101.0,41612.0,48825.0,23599.0,17983.0,39646.0,20350.0,13039.0,81445.0,57094.0,38772.0,28979.0,45272.0,32824.0,15632.0,17275.0,15779.0,35154.0,36672.0,27059.0,14221.0,9506.0,13831.0,17602.0,11155.0,25409.0,27062.0,16175.0,23332.0,16235.0,55032.0,61998.0,12551.0,40000.0,21339.0,29287.0,49438.0,35898.0,24944.0,20138.0,19071.0,9417.0,23999.0,43440.0,58008.0,19265.0,21240.0,12975.0,47001.0,58066.0,20794.0,24110.0,9265.0,22361.0,16047.0,26702.0,44129.0,14928.0,24838.0,51422.0,24817.0,34536.0,23798.0,50889.0,11619.0,12739.0,68271.0,8735.0,10453.0,18254.0,20638.0,590159.0,19982.0,29870.0,37699.0,16782.0,34589.0
53164.0,49491.0,45037.0,19944.0,23540.0,51188.0,39090.0,32722.0,11830.0,18591.0,16098.0,78864.0,13927.0,10126.0,23248.0,10802.0,29199.0,58932.0,39876.0,22512.0,26497.0,36937.0,12501.0,10479.0,29058.0,12407.0,35755.0,34730.0,37644.0,25979.0,17444.0,70166.0,15395.0,37689.0,22755.0,11466.0,39627.0,17449.0,14561.0,13694.0,14733.0,26869.0,16770.0,15638.0,27536.0,34539.0,42194.0,21929.0,15812.0,63269.0,41326.0,22741.0,24784.0,32395.0,16757.0,15912.0,47017.0,31986.0,31299.0,24353.0,29170.0,29361.0,14504.0,34450.0,10156.0,13571.0,12313.0,10424.0,9509.0,8869.0,9866.0,22506.0,19018.0,18488.0,55805.0,23414.0,13164.0,22234.0,28949.0,34471.0,11076.0,33227.0,20099.0,36233.0,32628.0,39567.0,17237.0,34087.0,28734.0,27315.0,10553.0,16848.0,43153.0,15726.0,25528.0,19969.0,47976.0,39899.0,13581.0,17506.0,9644.0,42713.0,16927.0,34926.0,54820.0,15243.0,31513.0,59406.0,49320.0,51188.0,23294.0,71756.0,14503.0,23950.0,33758.0,14481.0,36401.0,10403.0,38969.0,635886.0,38697.0,9507.0,39230.0,10900.0,41144.0
58049.0,101437.0,76325.0,8087.0,9200.0,23022.0,51051.0,52598.0,5974.0,13545.0,26267.0,48625.0,11122.0,23847.0,16641.0,27758.0,28464.0,48009.0,26347.0,38361.0,39882.0,18145.0,43702.0,13311.0,32838.0,11790.0,29612.0,33744.0,36714.0,7008.0,10080.0,54549.0,22889.0,34077.0,34556.0,13446.0,38610.0,26362.0,11918.0,43415.0,13936.0,28935.0,13701.0,9374.0,42832.0,26418.0,50361.0,17313.0,15841.0,26773.0,28708.0,19918.0,23713.0,51207.0,13529.0,26912.0,34458.0,41958.0,26783.0,31308.0,43374.0,42460.0,27693.0,16174.0,20171.0,12830.0,5686.0,15308.0,16408.0,7877.0,34303.0,17481.0,28225.0,13777.0,27631.0,13355.0,11750.0,32496.0,11576.0,30469.0,18359.0,15877.0,11710.0,40963.0,27748.0,17444.0,60522.0,21465.0,12299.0,83826.0,12221.0,32613.0,34253.0,10048.0,11578.0,12158.0,59615.0,42468.0,31719.0,9547.0,13198.0,32347.0,18461.0,47330.0,56388.0,22611.0,12313.0,49908.0,26832.0,18552.0,14368.0,20923.0,8044.0,22743.0,48229.0,15042.0,12407.0,10239.0,35737.0,336490.0,28435.0,8715.0,23910.0,11345.0,34631.0
67754.0,52574.0,51200.0,21330.0,7718.0,20928.0,37368.0,31420.0,10461.0,23748.0,14422.0,38874.0,24068.0,25239.0,50228.0,26253.0,48962.0,56292.0,33643.0,16002.0,39565.0,54682.0,29411.0,17207.0,11323.0,14354.0,12159.0,23481.0,47800.0,8074.0,18360.0,64533.0,24366.0,44554.0,27116.0,7586.0,23597.0,17632.0,16531.0,66096.0,8272.0,12720.0,12935.0,9258.0,33711.0,34223.0,44236.0,27337.0,9802.0,36105.0,15783.0,13979.0,15048.0,27837.0,10828.0,11877.0,77083.0,66306.0,27737.0,55707.0,31048.0,87604.0,38971.0,16225.0,21142.0,12129.0,13653.0,17476.0,10121.0,42861.0,26106.0,23396.0,63100.0,7713.0,32787.0,19758.0,15598.0,26888.0,52285.0,18588.0,14597.0,27033.0,10711.0,29746.0,15191.0,12594.0,45458.0,32217.0,23879.0,59828.0,19206.0,18374.0,34564.0,12224.0,21959.0,23164.0,74029.0,71714.0,34548.0,19847.0,11553.0,25077.0,19355.0,23851.0,20194.0,14038.0,25981.0,37690.0,13270.0,20279.0,20084.0,36860.0,14326.0,29988.0,39235.0,13583.0,39941.0,33309.0,21147.0,134390.0,17828.0,17634.0,39695.0,11335.0,20389.0
29248.0,46891.0,16817.0,25869.0,12164.0,17990.0,17742.0,21876.0,11084.0,22224.0,14743.0,29260.0,40827.0,39282.0,62272.0,15131.0,29252.0,39530.0,18079.0,22977.0,78666.0,34927.0,29402.0,18755.0,16503.0,34264.0,24867.0,34708.0,15533.0,14187.0,30632.0,44906.0,29127.0,30127.0,19952.0,14653.0,29534.0,15197.0,13230.0,56387.0,7172.0,13039.0,21469.0,8386.0,51581.0,30521.0,29882.0,45782.0,12031.0,57555.0,26694.0,13184.0,19572.0,24686.0,22086.0,14509.0,29521.0,58921.0,36465.0,52938.0,22903.0,57173.0,49095.0,13487.0,15297.0,15676.0,25284.0,26819.0,20534.0,9184.0,15676.0,9721.0,32998.0,28019.0,19116.0,33712.0,40512.0,26787.0,34352.0,12276.0,9850.0,22388.0,15159.0,58146.0,22314.0,14463.0,43067.0,29595.0,20670.0,42429.0,31794.0,21709.0,53255.0,16100.0,12627.0,20301.0,30434.0,54062.0,39042.0,12099.0,21684.0,34093.0,26445.0,36629.0,13292.0,35039.0,26089.0,42798.0,32257.0,18820.0,33975.0,42465.0,14396.0,14362.0,24608.0,11930.0,38458.0,22575.0,16512.0,174121.0,31317.0,28447.0,27010.0,16327.0,34575.0
26640.0,46877.0,61930.0,11047.0,17583.0,14066.0,16707.0,22430.0,10190.0,28423.0,21723.0,38420.0,22882.0,29463.0,41596.0,17460.0,26268.0,44189.0,38653.0,17454.0,58583.0,27971.0,66786.0,18406.0,21780.0,31573.0,54563.0,38712.0,40867.0,12172.0,19614.0,18824.0,29049.0,32078.0,10967.0,10504.0,47554.0,22472.0,19963.0,30037.0,17067.0,17958.0,15627.0,12714.0,48298.0,16230.0,24091.0,30294.0,13969.0,52295.0,10807.0,12181.0,41268.0,8734.0,22482.0,9169.0,22157.0,65338.0,50696.0,48908.0,32119.0,53519.0,81692.0,18099.0,17884.0,16190.0,20797.0,35117.0,21537.0,21104.0,40164.0,16634.0,37005.0,19065.0,25898.0,39600.0,23559.0,27947.0,14230.0,10739.0,16187.0,19405.0,7396.0,27773.0,23924.0,15725.0,54520.0,22326.0,15346.0,16911.0,26713.0,30241.0,17675.0,37883.0,10850.0,23698.0,72742.0,69249.0,29535.0,20734.0,39061.0,27708.0,22905.0,14157.0,17321.0,9583.0,19250.0,43155.0,22366.0,16640.0,44184.0,80626.0,20173.0,12098.0,18990.0,10982.0,54017.0,15251.0,23394.0,523284.0,31397.0,16261.0,17995.0,9410.0,41439.0
22015.0,75945.0,34161.0,24074.0,14708.0,23809.0,38135.0,16424.0,11910.0,25457.0,16106.0,50951.0,24625.0,16114.0,34882.0,23457.0,61872.0,50459.0,37960.0,11572.0,32479.0,24802.0,28763.0,16740.0,11416.0,19992.0,41151.0,27132.0,20008.0,9847.0,14798.0,21469.0,26845.0,30419.0,9664.0,16891.0,14382.0,10036.0,22271.0,26686.0,10610.0,16491.0,18003.0,19863.0,38051.0,14000.0,66798.0,35261.0,10686.0,45622.0,20044.0,11949.0,53315.0,20678.0,15115.0,23596.0,51360.0,58978.0,41867.0,23397.0,40083.0,39920.0,68759.0,30345.0,13545.0,12960.0,12282.0,18199.0,18142.0,16797.0,12570.0,14375.0,23939.0,8993.0,38025.0,67954.0,45432.0,28277.0,23985.0,15544.0,17649.0,18119.0,10823.0,37195.0,23900.0,13773.0,22684.0,17568.0,17520.0,32005.0,15397.0,39341.0,33805.0,33824.0,10975.0,30086.0,40383.0,39628.0,28804.0,22776.0,10676.0,32651.0,16165.0,14998.0,21612.0,11033.0,38656.0,49585.0,23171.0,16764.0,46337.0,56150.0,39422.0,23454.0,28912.0,12573.0,106394.0,79325.0,24957.0,17295.0,30486.0,24131.0,16107.0,20687.0,30792.0
46091.0,39024.0,45919.0,72051.0,11840.0,40610.0,38305.0,18876.0,12389.0,38507.0,10855.0,25874.0,17267.0,35384.0,14477.0,13106.0,49451.0,73648.0,35614.0,31557.0,21265.0,35930.0,30241.0,13707.0,11898.0,40264.0,47370.0,31276.0,24155.0,22663.0,27540.0,18921.0,38208.0,49098.0,17648.0,61693.0,8358.0,11169.0,12223.0,14567.0,13867.0,8347.0,11744.0,12522.0,42773.0,13542.0,41701.0,35026.0,20883.0,48026.0,13360.0,21228.0,22151.0,28645.0,13791.0,11682.0,59751.0,29415.0,37134.0,22897.0,26134.0,54534.0,39048.0,30935.0,14345.0,31246.0,19722.0,11513.0,53538.0,8765.0,17065.0,9712.0,10350.0,10280.0,23379.0,10679.0,39547.0,42620.0,15548.0,20771.0,16017.0,16510.0,11482.0,20292.0,33459.0,29407.0,41144.0,20754.0,18360.0,21761.0,7156.0,19328.0,44332.0,34032.0,26120.0,25939.0,35780.0,55602.0,18620.0,20400.0,10509.0,64033.0,20848.0,13037.0,42311.0,53472.0,34300.0,43269.0,27578.0,11375.0,20710.0,56972.0,18518.0,11375.0,12840.0,12053.0,57091.0,20738.0,10529.0,34085.0,54426.0,12428.0,11648.0,22407.0,35071.0
39004.0,47361.0,23129.0,71567.0,13393.0,26106.0,35284.0,21510.0,6779.0,28189.0,9570.0,26083.0,10630.0,14823.0,8839.0,35244.0,16218.0,69975.0,12715.0,28911.0,23051.0,19779.0,28675.0,46571.0,27044.0,38740.0,33190.0,24303.0,11573.0,20255.0,18101.0,12294.0,47856.0,18471.0,16630.0,40496.0,17139.0,13165.0,13960.0,41491.0,19508.0,16830.0,9826.0,26789.0,38340.0,24910.0,29907.0,35641.0,37406.0,36161.0,16176.0,29473.0,24816.0,65163.0,34724.0,12585.0,74699.0,78615.0,23029.0,33322.0,60050.0,45054.0,45656.0,12681.0,22058.0,35346.0,9387.0,19522.0,35697.0,8467.0,7778.0,14129.0,12035.0,10633.0,14777.0,29678.0,13377.0,23443.0,19135.0,22594.0,9873.0,25395.0,41978.0,40657.0,31639.0,18034.0,16332.0,43626.0,47432.0,26068.0,15755.0,14364.0,19976.0,17118.0,34196.0,30077.0,31155.0,44919.0,7855.0,9445.0,8827.0,44073.0,60645.0,9273.0,40227.0,49891.0,13810.0,23491.0,17525.0,27113.0,14190.0,30011.0,24602.0,13446.0,47587.0,18370.0,16169.0,22609.0,24703.0,22758.0,26297.0,17385.0,11595.0,12165.0,63844.0
30620.0,61042.0,10053.0,50774.0,28209.0,44929.0,46224.0,11908.0,8909.0,30726.0,10126.0,28391.0,18642.0,13116.0,51605.0,19686.0,36576.0,35667.0,23664.0,28011.0,26040.0,24808.0,44560.0,8486.0,17332.0,15334.0,22870.0,32249.0,32286.0,12538.0,16805.0,13948.0,22414.0,31721.0,14986.0,46784.0,19421.0,47966.0,12811.0,63111.0,11949.0,21373.0,18522.0,9318.0,21230.0,13191.0,53522.0,18809.0,24230.0,62358.0,46694.0,20861.0,19302.0,32875.0,30991.0,17942.0,78604.0,73042.0,56735.0,36519.0,35189.0,49626.0,64033.0,15172.0,13009.0,33084.0,12773.0,41897.0,20506.0,10914.0,13596.0,13995.0,29397.0,11937.0,9203.0,22595.0,20665.0,27530.0,28263.0,22304.0,24263.0,10839.0,31326.0,12442.0,16996.0,22754.0,27859.0,25664.0,22300.0,30938.0,7978.0,13039.0,36594.0,21535.0,20256.0,22298.0,16688.0,43428.0,9492.0,8138.0,6436.0,42158.0,23098.0,21510.0,29861.0,39383.0,16345.0,32249.0,21966.0,15599.0,18451.0,54061.0,22317.0,14548.0,45380.0,14534.0,11292.0,12213.0,9772.0,13122.0,20250.0,29636.0,12684.0,20329.0,36368.0
19809.0,65271.0,14765.0,59016.0,22627.0,29149.0,53860.0,11796.0,12282.0,58039.0,16787.0,30595.0,39338.0,18516.0,31307.0,11660.0,19238.0,61163.0,35213.0,34645.0,37442.0,19593.0,53095.0,23967.0,24125.0,8891.0,14939.0,29240.0,29416.0,12842.0,14388.0,29161.0,17144.0,18918.0,23894.0,38668.0,16744.0,30214.0,16829.0,40068.0,11196.0,11200.0,16139.0,17304.0,17319.0,22843.0,62371.0,38916.0,12928.0,44009.0,23181.0,14935.0,22483.0,46803.0,57810.0,22424.0,49695.0,45649.0,29102.0,27701.0,38304.0,40471.0,37938.0,17516.0,22132.0,11818.0,13753.0,25227.0,13441.0,7682.0,11459.0,18915.0,23556.0,18002.0,17522.0,61683.0,14891.0,15381.0,12284.0,32270.0,13933.0,17274.0,27052.0,10653.0,17031.0,11500.0,32747.0,26158.0,18321.0,20473.0,23147.0,18320.0,68226.0,19533.0,14315.0,24373.0,40822.0,33460.0,20923.0,19228.0,10030.0,25663.0,44559.0,19192.0,13956.0,39681.0,45898.0,45845.0,13981.0,46025.0,32793.0,74752.0,13418.0,34312.0,8254.0,7130.0,14698.0,17235.0,24060.0,11974.0,26387.0,18378.0,18800.0,7625.0,64079.0
17404.0,118017.0,25073.0,49731.0,25190.0,36564.0,44885.0,23520.0,18036.0,62537.0,12965.0,28325.0,16504.0,12439.0,23403.0,16776.0,12083.0,42570.0,41968.0,13176.0,15063.0,45451.0,45518.0,13908.0,40476.0,9502.0,25088.0,50582.0,31038.0,10401.0,12872.0,8085.0,15184.0,16650.0,23788.0,10983.0,16437.0,48975.0,14595.0,17515.0,17238.0,10332.0,19162.0,6963.0,27374.0,47650.0,39104.0,28304.0,16118.0,43602.0,22136.0,19589.0,23903.0,25915.0,23677.0,18399.0,57382.0,76910.0,24711.0,48340.0,45782.0,56768.0,50318.0,15438.0,26008.0,21827.0,17189.0,37806.0,11179.0,31586.0,16128.0,17901.0,16359.0,22468.0,9710.0,23899.0,16063.0,22361.0,11294.0,30408.0,15212.0,20109.0,14408.0,9353.0,20068.0,10737.0,40910.0,39836.0,12052.0,17854.0,19511.0,15356.0,20652.0,23411.0,10538.0,25445.0,15920.0,74639.0,14668.0,23748.0,14192.0,19588.0,34169.0,19544.0,12796.0,15727.0,37352.0,25527.0,13979.0,26298.0,14106.0,45056.0,20738.0,23496.0,13082.0,13681.0,25169.0,13073.0,21562.0,16126.0,31404.0,10775.0,36878.0,9274.0,73963.0
13517.0,57580.0,19759.0,49713.0,11371.0,31818.0,38210.0,21641.0,5017.0,32677.0,16016.0,41834.0,36100.0,20718.0,49271.0,16984.0,45966.0,25727.0,28417.0,27780.0,18835.0,41305.0,25170.0,11354.0,21446.0,14478.0,35706.0,24541.0,27307.0,16858.0,24821.0,7418.0,19400.0,25790.0,37993.0,26504.0,19450.0,32688.0,21885.0,16894.0,17973.0,14606.0,13293.0,25524.0,19336.0,22129.0,58426.0,22409.0,28835.0,34800.0,9379.0,22718.0,11624.0,15746.0,67200.0,23024.0,59598.0,50745.0,42267.0,41554.0,37079.0,44328.0,39488.0,8477.0,17545.0,14253.0,12617.0,18552.0,25916.0,11551.0,33605.0,34526.0,22954.0,23366.0,12249.0,16021.0,15187.0,20547.0,16742.0,22064.0,19058.0,24937.0,11791.0,12541.0,23134.0,10790.0,25338.0,38137.0,12763.0,34810.0,11575.0,15605.0,40997.0,30692.0,27932.0,15859.0,235901.0,54230.0,9432.0,21010.0,17831.0,16416.0,45578.0,16367.0,10128.0,30304.0,45026.0,53183.0,11710.0,32011.0,8016.0,50755.0,9381.0,14894.0,11065.0,14091.0,18288.0,19571.0,10776.0,10742.0,38817.0,28471.0,22412.0,10320.0,38821.0
19545.0,48751.0,22467.0,46667.0,22614.0,34229.0,24220.0,20053.0,6761.0,20466.0,29403.0,15552.0,30593.0,12400.0,46929.0,17148.0,52388.0,27893.0,19181.0,13029.0,34747.0,68954.0,21254.0,16137.0,10484.0,9693.0,42868.0,41817.0,32211.0,13582.0,18299.0,16959.0,12386.0,29358.0,13269.0,19407.0,21407.0,18042.0,16284.0,25041.0,15923.0,14149.0,13913.0,10908.0,22599.0,19123.0,44028.0,17257.0,18524.0,26580.0,20089.0,25408.0,15622.0,23437.0,54695.0,8810.0,87231.0,64985.0,25800.0,29082.0,28439.0,36317.0,26538.0,21199.0,14219.0,10903.0,11768.0,13570.0,15280.0,14666.0,23868.0,28280.0,17197.0,23051.0,16784.0,20259.0,26306.0,45877.0,8895.0,30143.0,9127.0,16249.0,20491.0,22379.0,15062.0,16439.0,22334.0,46282.0,11905.0,10867.0,13591.0,12945.0,34889.0,33900.0,37476.0,31727.0,12835.0,75169.0,9268.0,32074.0,12950.0,29112.0,33900.0,8944.0,11258.0,8521.0,22767.0,19886.0,20288.0,20504.0,18450.0,74837.0,21010.0,25646.0,15289.0,15214.0,12709.0,34767.0,26074.0,6216.0,63170.0,28016.0,12624.0,10744.0,36677.0
17059.0,58408.0,28885.0,49242.0,20587.0,11504.0,24170.0,37659.0,24631.0,55477.0,30283.0,22282.0,23104.0,11847.0,22092.0,18701.0,34033.0,20213.0,38404.0,9932.0,31257.0,40644.0,32064.0,20672.0,9016.0,19780.0,71174.0,27232.0,23587.0,7897.0,13828.0,16501.0,9812.0,24258.0,22737.0,22456.0,17874.0,16617.0,11292.0,22482.0,48645.0,10900.0,20366.0,17373.0,19995.0,13728.0,45264.0,20432.0,17280.0,37073.0,12370.0,31134.0,28220.0,62767.0,37539.0,13043.0,57996.0,60058.0,35161.0,40187.0,56254.0,39332.0,27187.0,31819.0,9278.0,29881.0,16232.0,23254.0,14973.0,22060.0,14592.0,12981.0,18789.0,14077.0,9351.0,14403.0,19703.0,50368.0,11812.0,37342.0,11298.0,25961.0,24357.0,38410.0,14900.0,38393.0,16682.0,33788.0,12244.0,20212.0,30107.0,27859.0,12581.0,26765.0,28191.0,30810.0,32557.0,7761.0,17559.0,20285.0,8843.0,57102.0,28728.0,12479.0,30418.0,10416.0,25953.0,39409.0,54204.0,24334.0,33313.0,18749.0,19091.0,13965.0,18147.0,10144.0,18624.0,14140.0,20642.0,12437.0,20262.0,24028.0,19188.0,13356.0,49269.0
9675.0,44707.0,12586.0,48986.0,9941.0,17695.0,31269.0,23270.0,22222.0,84966.0,27171.0,48158.0,38253.0,17996.0,15097.0,19873.0,43954.0,28840.0,25620.0,19870.0,58723.0,20209.0,17605.0,16990.0,10083.0,10406.0,61336.0,29993.0,32940.0,9809.0,20907.0,9356.0,13006.0,24953.0,16837.0,19819.0,47422.0,35854.0,14054.0,29533.0,9920.0,16357.0,13671.0,35988.0,23898.0,29198.0,31167.0,44626.0,12417.0,20838.0,43812.0,32043.0,26794.0,38015.0,44416.0,22813.0,41535.0,35536.0,40753.0,57695.0,25796.0,41499.0,34147.0,38381.0,12590.0,36697.0,10912.0,26795.0,7568.0,7512.0,16184.0,21981.0,11594.0,16569.0,7553.0,8361.0,6642.0,49628.0,11136.0,39973.0,11439.0,34516.0,26302.0,12806.0,20582.0,53199.0,37327.0,18068.0,11184.0,19853.0,9956.0,14160.0,19160.0,33691.0,16525.0,26334.0,29195.0,12874.0,30897.0,16818.0,8812.0,52439.0,32241.0,12331.0,23044.0,20256.0,33740.0,36762.0,34009.0,41447.0,75163.0,65001.0,17315.0,10443.0,13134.0,18205.0,11688.0,13800.0,30892.0,19796.0,23173.0,11873.0,18910.0,17294.0,41285.0
14375.0,82347.0,26306.0,74721.0,28482.0,14943.0,16608.0,30887.0,22302.0,49775.0,17271.0,53204.0,32934.0,18878.0,10877.0,14617.0,29005.0,25429.0,46375.0,18252.0,35427.0,36921.0,41412.0,30741.0,10291.0,16680.0,69607.0,18078.0,49692.0,16997.0,12751.0,10487.0,27759.0,26789.0,18906.0,9810.0,17916.0,15605.0,19741.0,16990.0,11221.0,18154.0,13962.0,13706.0,23987.0,12566.0,45653.0,32490.0,18633.0,41922.0,21144.0,26485.0,22417.0,60212.0,40803.0,28128.0,61401.0,84650.0,39890.0,44688.0,39120.0,58771.0,38687.0,36429.0,8423.0,38030.0,16586.0,34999.0,7144.0,14911.0,9873.0,14508.0,13305.0,60187.0,11511.0,34564.0,13842.0,46751.0,41666.0,35808.0,22467.0,19188.0,37696.0,10414.0,30869.0,57225.0,34558.0,20224.0,15047.0,20187.0,26073.0,14221.0,41459.0,41793.0,48516.0,29818.0,20378.0,16998.0,36685.0,14559.0,22445.0,32736.0,36643.0,7465.0,12095.0,15624.0,32537.0,19081.0,12746.0,30740.0,38872.0,53180.0,34385.0,15847.0,18180.0,11692.0,20508.0,14549.0,14749.0,14624.0,41924.0,15677.0,13797.0,20075.0,20246.0
22026.0,99284.0,42594.0,36608.0,10388.0,12731.0,32156.0,21760.0,12030.0,31652.0,14649.0,24577.0,49268.0,41362.0,19934.0,23491.0,13530.0,33110.0,31463.0,19162.0,38555.0,38973.0,23935.0,20400.0,6079.0,11969.0,75577.0,30254.0,25626.0,15427.0,17729.0,11835.0,14730.0,16842.0,18401.0,24645.0,12768.0,31107.0,26688.0,19529.0,14095.0,21218.0,8794.0,8728.0,21997.0,28468.0,47595.0,23989.0,27349.0,42224.0,22968.0,18765.0,31965.0,24184.0,56708.0,25739.0,61649.0,51116.0,30422.0,37995.0,37960.0,46776.0,33955.0,51512.0,11272.0,21414.0,9753.0,12451.0,19218.0,19816.0,36853.0,25912.0,12743.0,40853.0,22279.0,26708.0,22144.0,50538.0,11387.0,10826.0,11765.0,27425.0,26663.0,10537.0,26682.0,56237.0,14446.0,28870.0,16079.0,30341.0,21760.0,23985.0,49828.0,39614.0,36354.0,18397.0,15042.0,13756.0,17871.0,16254.0,13259.0,58189.0,34429.0,16519.0,12013.0,9519.0,18213.0,24829.0,13291.0,28419.0,56814.0,38517.0,20132.0,21457.0,17907.0,6357.0,17026.0,27978.0,17887.0,15761.0,39519.0,19058.0,9591.0,8653.0,14460.0
